차종,차량 유형,거래 구분,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02
Veloster (FS),승용차,수출,1925.0,1494.0,3442.0,2374.0,3100.0,2917.0,569.0,1006.0,1278.0,1899.0,2862.0,3167.0,4.0,0.0,2406.0,2694.0,2494.0,2040.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Veloster (JS),승용차,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,0.0,0.0,478.0,2770.0,2197.0,1692.0,1313.0,1837.0,905.0,836.0,605.0,1184.0,691.0,904.0,873.0,867.0,855.0,1403.0,1044.0,757.0,874.0,992.0,923.0,1008.0,655.0,29.0,722.0,308.0,17.0,578.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Veloster (JS N),승용차,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,20.0,418.0,260.0,169.0,246.0,110.0,459.0,19.0,322.0,343.0,251.0,179.0,355.0,341.0,260.0,255.0,154.0,15.0,444.0,100.0,76.0,336.0,37.0,31.0,262.0,272.0,269.0,279.0,285.0,211.0,331.0,300.0,114.0,173.0,211.0,60.0,368.0,136.0,52.0,311.0,317.0,332.0,313.0,252.0,369.0,253.0,311.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coupe (BK),승용차,수출,427.0,545.0,501.0,576.0,608.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonata (LF),승용차,수출,1486.0,1530.0,2966.0,3901.0,3503.0,4364.0,3916.0,2980.0,1955.0,3324.0,2919.0,3406.0,617.0,1332.0,2284.0,1673.0,4744.0,4292.0,3493.0,2884.0,4915.0,5841.0,5769.0,673.0,2491.0,3211.0,2615.0,3944.0,3331.0,1344.0,2634.0,2225.0,3472.0,4068.0,2489.0,1269.0,3388.0,2538.0,946.0,1408.0,844.0,890.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonata (HEV),승용차,수출,1391.0,1250.0,2455.0,1030.0,1022.0,1350.0,1107.0,1267.0,1583.0,1653.0,2636.0,2350.0,903.0,373.0,1286.0,1501.0,584.0,837.0,836.0,548.0,867.0,770.0,876.0,79.0,716.0,469.0,942.0,886.0,608.0,847.0,435.0,747.0,703.0,498.0,837.0,247.0,488.0,150.0,253.0,47.0,344.0,152.0,455.0,321.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonata (PHEV),승용차,수출,58.0,152.0,11.0,9.0,180.0,80.0,29.0,120.0,20.0,1.0,10.0,210.0,37.0,78.0,111.0,196.0,83.0,140.0,146.0,184.0,6.0,96.0,95.0,451.0,0.0,34.0,0.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0,122.0,109.0,85.0,123.0,112.0,0.0,78.0,135.0,240.0,136.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonata (DN8),승용차,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2556.0,1924.0,5311.0,4317.0,2118.0,1883.0,3355.0,1527.0,2274.0,1071.0,582.0,101.0,286.0,278.0,423.0,1565.0,987.0,1071.0,852.0,2693.0,2279.0,3983.0,3082.0,2496.0,2914.0,1608.0,1189.0,4592.0,2360.0,3598.0,731.0,2389.0,4320.0,5945.0,7179.0,4726.0,9696.0,8810.0,9016.0,6574.0,6312.0,6407.0,3376.0,3555.0,3890.0,3482.0,3756.0,2425.0,4104.0,2344.0,3329.0,5038.0,7335.0,6791.0,2284.0,3867.0,7148.0,8358.0,8168.0,8217.0,6193.0,4723.0,5762.0,6408.0,4521.0,7021.0,5386.0,6307.0
Sonata (DN8 HEV),승용차,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,152.0,753.0,722.0,989.0,868.0,1598.0,1229.0,1192.0,1809.0,1210.0,1477.0,1271.0,713.0,922.0,2118.0,831.0,556.0,1080.0,830.0,814.0,828.0,874.0,703.0,229.0,582.0,736.0,789.0,533.0,624.0,968.0,998.0,994.0,550.0,1432.0,1191.0,1292.0,1029.0,1834.0,1687.0,1408.0,1099.0,1316.0,1383.0,1334.0,1846.0,1732.0,1097.0,935.0,736.0,2902.0,2584.0,2975.0,2390.0,2014.0,2378.0,1980.0,1373.0,1025.0,1577.0,1770.0,2279.0
i40 (VF),승용차,수출,3235.0,2784.0,1367.0,922.0,1640.0,1988.0,2060.0,1236.0,1461.0,2512.0,2476.0,2211.0,1687.0,2026.0,1900.0,1718.0,1514.0,1726.0,1159.0,51.0,317.0,1367.0,761.0,493.0,706.0,649.0,655.0,1010.0,551.0,100.0,21.0,233.0,637.0,441.0,353.0,156.0,258.0,249.0,554.0,220.0,298.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grandeur (IG),승용차,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,266.0,308.0,309.0,294.0,403.0,387.0,742.0,305.0,1321.0,0.0,461.0,457.0,321.0,354.0,295.0,835.0,245.0,523.0,379.0,709.0,175.0,46.0,110.0,373.0,208.0,42.0,36.0,267.0,183.0,385.0,182.0,405.0,553.0,1.0,0.0,1.0,280.0,495.0,110.0,148.0,145.0,500.0,183.0,805.0,426.0,306.0,212.0,180.0,49.0,93.0,2.0,916.0,798.0,317.0,532.0,410.0,430.0,455.0,8.0,746.0,609.0,556.0,427.0,316.0,594.0,206.0,429.0,244.0,586.0,107.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grandeur (HG),승용차,수출,115.0,526.0,844.0,516.0,552.0,495.0,532.0,472.0,610.0,655.0,804.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,546.0,509.0,306.0,509.0,160.0,304.0,90.0,31.0,183.0,101.0,15.0,175.0,223.0,213.0,50.0,380.0,429.0,467.0,272.0,523.0,396.0,385.0,277.0,242.0
Grandeur (HEV),승용차,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,11.0,108.0,3.0,88.0,226.0,78.0,11.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0
IONIQ 6 (CE),승용차,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3818.0,4931.0,6261.0,3275.0,3728.0,5913.0,4065.0,3217.0,3272.0,2800.0,2572.0,1688.0,483.0,585.0,2208.0,2209.0,3292.0,2406.0,2834.0,2370.0,2719.0,814.0,1461.0,1596.0,682.0,806.0
EQ900,승용차,수출,17.0,0.0,0.0,2.0,1.0,43.0,487.0,161.0,389.0,553.0,619.0,22658.0,224.0,428.0,567.0,502.0,447.0,485.0,586.0,342.0,376.0,376.0,525.0,6208.0,137.0,272.0,176.0,93.0,274.0,360.0,90.0,100.0,21.0,174.0,627.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,12.0,2.0,0.0,12.0,0.0,3503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G70,승용차,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1959.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,11.0,0.0,2.0,20.0,653.0,40.0,389.0,467.0,253.0,926.0,1901.0,1192.0,1584.0,1783.0,2773.0,369.0,2122.0,1195.0,306.0,1379.0,888.0,1020.0,1667.0,1103.0,373.0,1301.0,519.0,712.0,743.0,885.0,87.0,1269.0,281.0,83.0,67.0,993.0,859.0,1367.0,1548.0,733.0,166.0,321.0,79.0,1916.0,1091.0,946.0,1444.0,1076.0,696.0,1258.0,929.0,1076.0,1676.0,1796.0,1034.0,1295.0,881.0,1012.0,1065.0,1247.0,919.0,1263.0,1421.0,1542.0,865.0,1201.0,1413.0,1825.0,1589.0,1452.0,1224.0,1223.0,1314.0,1182.0,1351.0,2539.0,778.0,1428.0,880.0,1565.0,1277.0,1097.0,1053.0,745.0,980.0,1281.0,967.0,1038.0,1470.0,894.0,847.0
G70 SB (IK SB),승용차,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,17.0,10.0,20.0,21.0,22.0,21.0,5.0,33.0,12.0,27.0,2.0,8.0,0.0,13.0,39.0,7.0,16.0,10.0,20.0,30.0,11.0,5.0,8.0,0.0,1.0,0.0,20.0,8.0,8.0,11.0,13.0
G80 (RG3),승용차,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,2.0,0.0,15.0,0.0,4.0,10.0,0.0,2.0,18.0,31.0,1861.0,2156.0,137.0,445.0,297.0,654.0,755.0,665.0,616.0,835.0,250.0,345.0,498.0,479.0,232.0,519.0,823.0,406.0,445.0,601.0,440.0,1034.0,623.0,786.0,571.0,658.0,267.0,581.0,529.0,710.0,665.0,893.0,613.0,639.0,739.0,551.0,1097.0,634.0,694.0,673.0,104.0,683.0,730.0,584.0,510.0,664.0,582.0,529.0,699.0,453.0,693.0,372.0,490.0
G80 (RG3 EV),승용차,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,1.0,0.0,2.0,13.0,1.0,0.0,9.0,18.0,165.0,98.0,218.0,99.0,64.0,258.0,249.0,146.0,27.0,150.0,158.0,169.0,179.0,57.0,55.0,91.0,118.0,39.0,88.0,91.0,62.0,72.0,16.0,105.0,37.0,20.0,12.0,12.0,7.0,3.0,1.0,1.0,0.0,1.0,17.0
G90,승용차,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,245.0,555.0,107.0,301.0,93.0,65.0,49.0,26.0,133.0,362.0,235.0,121.0,252.0,125.0,306.0,31.0,135.0,51.0,341.0,319.0,255.0,271.0,67.0,319.0,76.0,200.0,282.0,297.0,128.0,144.0,52.0,67.0,53.0,331.0,174.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G90 (RS4),승용차,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,1.0,0.0,1.0,42.0,177.0,359.0,260.0,248.0,168.0,117.0,316.0,207.0,136.0,136.0,206.0,130.0,82.0,69.0,252.0,119.0,273.0,240.0,171.0,259.0,44.0,107.0,165.0,237.0,307.0,198.0,148.0,153.0,140.0,138.0,184.0,144.0,151.0
Casper (AX),휴양용 차량,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Casper EV (AX EV),휴양용 차량,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,2.0,881.0,3593.0,4172.0,2867.0,4154.0
Venue,휴양용 차량,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,14.0,793.0,877.0,1231.0,7099.0,5602.0,4967.0,3397.0,1863.0,3137.0,1014.0,1449.0,2148.0,3338.0,3939.0,4067.0,4961.0,4700.0,4566.0,5348.0,4539.0,5543.0,4322.0,3401.0,4340.0,5255.0,3440.0,4559.0,4515.0,5802.0,5455.0,4950.0,4307.0,4500.0,5067.0,4975.0,5403.0,5331.0,3017.0,4811.0,5953.0,5671.0,5588.0,5273.0,5843.0,6061.0,7467.0,5955.0,5043.0,5043.0,4529.0,4019.0,4705.0,4874.0,7252.0,5930.0,3189.0,5922.0,5266.0,3712.0,4580.0,3567.0,3329.0,4949.0,5825.0,5553.0,5424.0,5314.0,6646.0
Kona (OS),휴양용 차량,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,19.0,13.0,1782.0,10967.0,7965.0,10719.0,13747.0,12494.0,9865.0,17511.0,16974.0,14103.0,17886.0,12964.0,17880.0,16073.0,18790.0,18913.0,17145.0,15763.0,12871.0,18805.0,19892.0,17987.0,16790.0,18679.0,16920.0,13513.0,25087.0,18675.0,17695.0,15392.0,8090.0,17262.0,9920.0,5441.0,15498.0,19461.0,6851.0,16354.0,18184.0,17655.0,16303.0,13315.0,15811.0,14540.0,13023.0,7996.0,8694.0,10395.0,11434.0,13378.0,13725.0,12041.0,12283.0,10691.0,9958.0,11442.0,10651.0,11205.0,5252.0,11062.0,9666.0,11144.0,11709.0,12681.0,14283.0,8347.0,9277.0,9179.0,8510.0,10064.0,6556.0,5088.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kona (OS HEV),휴양용 차량,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,471.0,3039.0,2409.0,2872.0,2729.0,3172.0,3611.0,2606.0,1840.0,3201.0,1740.0,2448.0,3285.0,3490.0,1113.0,1761.0,2694.0,3145.0,2677.0,3291.0,3083.0,3645.0,2341.0,1466.0,586.0,532.0,556.0,1171.0,1980.0,1316.0,2728.0,3844.0,2921.0,2964.0,1777.0,2873.0,1917.0,2667.0,3146.0,2566.0,2452.0,2820.0,2433.0,1668.0,2110.0,2261.0,2767.0,166.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kona (OS EV),휴양용 차량,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,24.0,1120.0,458.0,308.0,763.0,2144.0,2502.0,4263.0,2686.0,1935.0,3048.0,2674.0,2588.0,2594.0,2814.0,2187.0,2490.0,3906.0,3281.0,3686.0,3321.0,2066.0,3662.0,3486.0,4321.0,5627.0,5555.0,1582.0,5997.0,5767.0,3718.0,3561.0,2808.0,2047.0,2573.0,1859.0,1589.0,1057.0,1317.0,1107.0,1486.0,1941.0,1616.0,1414.0,1525.0,1273.0,899.0,2193.0,2325.0,1709.0,2384.0,1966.0,2479.0,2707.0,2786.0,3604.0,2299.0,3323.0,3115.0,2748.0,991.0,3437.0,2149.0,200.0,124.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
Kona (OS N),휴양용 차량,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20798.0,16130.0,21957.0,23796.0,21157.0,26919.0,21069.0,20814.0,11449.0,20548.0,21066.0,22748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,356.0,250.0,314.0,72.0,280.0,443.0,461.0,600.0,421.0,383.0,544.0,607.0,470.0,528.0,854.0,497.0,471.0,569.0,766.0,662.0,901.0,454.0,608.0,86.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
